IDfg,fWAR,key_fangraphs,key_bbref,IDbref,Season,Name,bWAR,diff
6941,0.0,6941,soriajo01,soriajo01,2021,Joakim Soria,0.0,0.0
6979,0.0,6979,dicksbr01,dicksbr01,2021,Brandon Dickson,0.0,0.0
6984,0.0,6984,garcilu03,garcilu03,2021,Luis Garcia,0.0,0.0
6986,0.0,6986,kenneia01,kenneia01,2021,Ian Kennedy,0.0,0.0
7005,0.0,7005,pressry01,pressry01,2021,Ryan Pressly,0.0,0.0
7146,0.0,7146,hudsoda01,hudsoda01,2021,Daniel Hudson,0.0,0.0
7196,0.0,7196,hollagr01,hollagr01,2021,Greg Holland,0.0,0.0
7303,0.0,7303,guilmpr01,guilmpr01,2021,Preston Guilmet,0.0,0.0
7407,0.0,7407,guerrja01,guerrja01,2021,Javy Guerra,-0.01,0.01
7432,0.0,7432,jacksja01,jacksja01,2021,Jay Jackson,-0.01,0.01
7441,0.0,7441,daviswa01,daviswa01,2021,Wade Davis,0.0,0.0
7466,0.0,7466,swarzan01,swarzan01,2021,Anthony Swarzak,0.0,0.0
7531,0.0,7531,mchugco01,mchugco01,2021,Collin McHugh,0.0,0.0
7550,0.0,7550,mcgeeja01,mcgeeja01,2021,Jake McGee,0.0,0.0
7803,0.0,7803,bleieri01,bleieri01,2021,Richard Bleier,0.02,-0.02
7836,0.0,7836,strichu01,strichu01,2021,Hunter Strickland,-0.02,0.02
7882,0.0,7882,lindbjo01,lindbjo01,2021,Josh Lindblom,-0.01,0.01
7982,0.0,7982,bassan01,bassan01,2021,Anthony Bass,0.0,0.0
8048,0.0,8048,smithwi04,smithwi04,2021,Will Smith,0.0,0.0
8110,0.0,8110,shawbr01,shawbr01,2021,Bryan Shaw,0.0,0.0
8337,0.0,8337,luetglu01,luetglu01,2021,Lucas Luetge,0.0,0.0
8350,0.0,8350,ramosaj01,ramosaj01,2021,AJ Ramos,0.0,0.0
8410,0.0,8410,guerrde01,guerrde01,2021,Deolis Guerra,0.0,0.0
8580,0.0,8580,milleju02,milleju02,2021,Justin Miller,0.0,0.0
9013,0.0,9013,valdece01,valdece01,2021,Cesar Valdez,0.0,0.0
9059,0.0,9059,axforjo01,axforjo01,2021,John Axford,0.0,0.0
9111,0.0,9111,handbr01,handbr01,2021,Brad Hand,0.0,0.0
9178,0.0,9178,lobstky01,lobstky01,2021,Kyle Lobstein,0.0,0.0
9419,0.0,9419,rosscza01,rosscza01,2021,Zac Rosscup,0.0,0.0
9434,0.0,9434,keuchda01,keuchda01,2021,Dallas Keuchel,-0.02,0.02
9456,0.0,9456,buchtry01,buchtry01,2021,Ryan Buchter,0.0,0.0
9756,0.0,9756,haleda02,haleda02,2021,David Hale,0.0,0.0
9761,0.0,9761,kellyjo05,kellyjo05,2021,Joe Kelly,-0.03,0.03
9794,0.0,9794,brothre01,brothre01,2021,Rex Brothers,-0.02,0.02
9817,0.0,9817,romose01,romose01,2021,Sergio Romo,0.0,0.0
9866,0.0,9866,roech01,roech01,2021,Chaz Roe,0.0,0.0
9939,0.0,9939,kintzbr01,kintzbr01,2021,Brandon Kintzler,0.0,0.0
10058,0.0,10058,matzety01,matzety01,2021,Tyler Matzek,0.0,0.0
10061,0.0,10061,raleybr01,raleybr01,2021,Brooks Raley,0.0,0.0
10078,0.0,10078,thielca01,thielca01,2021,Caleb Thielbar,0.0,0.0
10133,0.0,10133,boxbebr01,boxbebr01,2021,Brad Boxberger,0.0,0.0
10160,0.0,10160,weberry01,weberry01,2021,Ryan Weber,0.0,0.0
10197,0.0,10197,millesh01,millesh01,2021,Shelby Miller,-0.01,0.01
10218,0.0,10218,northaa01,northaa01,2021,Aaron Northcraft,0.0,0.0
10233,0.0,10233,chapmar01,chapmar01,2021,Aroldis Chapman,0.0,0.0
10291,0.0,10291,teperry01,teperry01,2021,Ryan Tepera,0.0,0.0
10314,0.0,10314,ramirer02,ramirer02,2021,Erasmo Ramirez,0.0,0.0
10341,0.0,10341,minayju01,minayju01,2021,Juan Minaya,0.0,0.0
10343,0.0,10343,loupaa01,loupaa01,2021,Aaron Loup,0.0,0.0
10430,0.0,10430,givenmy01,givenmy01,2021,Mychal Givens,0.0,0.0
10534,0.0,10534,petrija01,petrija01,2021,Jake Petricka,0.0,0.0
10547,0.0,10547,nelsoji02,nelsoji02,2021,Jimmy Nelson,-0.03,0.03
10591,0.0,10591,alexasc02,alexasc02,2021,Scott Alexander,0.0,0.0
10603,0.0,10603,salech01,salech01,2021,Chris Sale,-0.01,0.01
10657,0.0,10657,bellaan01,bellaan01,2021,Andrew Bellatti,0.0,0.0
10732,0.0,10732,hutchdr01,hutchdr01,2021,Drew Hutchison,-0.01,0.01
10756,0.0,10756,greensh02,greensh02,2021,Shane Greene,0.0,0.0
10811,0.0,10811,foltymi01,foltymi01,2021,Mike Foltynewicz,-0.02,0.02
10819,0.0,10819,alanirj01,alanirj01,2021,R.J. Alaniz,-0.01,0.01
10843,0.0,10843,kolarad01,kolarad01,2021,Adam Kolarek,0.0,0.0
10855,0.0,10855,shrevch01,shrevch01,2021,Chasen Shreve,0.0,0.0
11203,0.0,11203,daytogr01,daytogr01,2021,Grant Dayton,0.0,0.0
11209,0.0,11209,sadleca02,sadleca02,2021,Casey Sadler,0.0,0.0
11426,0.0,11426,pomerdr01,pomerdr01,2021,Drew Pomeranz,0.0,0.0
11428,0.0,11428,workmbr01,workmbr01,2021,Brandon Workman,0.0,0.0
11437,0.0,11437,biddlje01,biddlje01,2021,Jesse Biddle,0.0,0.0
11467,0.0,11467,coleaj01,coleaj01,2021,A.J. Cole,0.0,0.0
11479,0.0,11479,mitchbr01,mitchbr01,2021,Bryan Mitchell,0.0,0.0
11487,0.0,11487,rodrijo06,rodrijo06,2021,Joely Rodriguez,0.0,0.0
11528,0.0,11528,osichjo01,osichjo01,2021,Josh Osich,0.0,0.0
11589,0.0,11589,urenajo01,urenajo01,2021,Jose Urena,-0.01,0.01
11618,0.0,11618,kickhmi01,kickhmi01,2021,Mike Kickham,0.0,0.0
11632,0.0,11632,hembrhe01,hembrhe01,2021,Heath Hembree,-0.01,0.01
11752,0.0,11752,jackslu01,jackslu01,2021,Luke Jackson,0.0,0.0
11753,0.0,11753,ryanky01,ryanky01,2021,Kyle Ryan,-0.02,0.02
11762,0.0,11762,syndeno01,syndeno01,2021,Noah Syndergaard,0.0,0.0
11801,0.0,11801,robleha01,robleha01,2021,Hansel Robles,0.0,0.0
11804,0.0,11804,nerishe01,nerishe01,2021,Hector Neris,-0.01,0.01
11812,0.0,11812,baldoal01,baldoal01,2021,Alberto Baldonado,0.0,0.0
11847,0.0,11847,martich02,martich02,2021,Chris Martin,0.0,0.0
11861,0.0,11861,adamja01,adamja01,2021,Jason Adam,0.0,0.0
11903,0.0,11903,felizmi01,felizmi01,2021,Michael Feliz,0.0,0.0
12022,0.0,12022,andrima01,andrima01,2021,Matt Andriese,0.0,0.0
12095,0.0,12095,garciyi01,garciyi01,2021,Yimi Garcia,0.0,0.0
12178,0.0,12178,tapiado01,tapiado01,2021,Domingo Tapia,0.0,0.0
12237,0.0,12237,winklda01,winklda01,2021,Dan Winkler,-0.01,0.01
12249,0.0,12249,sherrry01,sherrry01,2021,Ryan Sherriff,0.0,0.0
12304,0.0,12304,bassich01,bassich01,2021,Chris Bassitt,-0.02,0.02
12317,0.0,12317,reaco01,reaco01,2021,Colin Rea,-0.02,0.02
12323,0.0,12323,barneja01,barneja01,2021,Jacob Barnes,0.0,0.0
12360,0.0,12360,quackke01,quackke01,2021,Kevin Quackenbush,0.0,0.0
12361,0.0,12361,pattosp01,pattosp01,2021,Spencer Patton,0.0,0.0
12385,0.0,12385,tropeni01,tropeni01,2021,Nick Tropeano,-0.01,0.01
12447,0.0,12447,lugose01,lugose01,2021,Seth Lugo,0.09,-0.09
12572,0.0,12572,treinbl01,treinbl01,2021,Blake Treinen,0.0,0.0
12575,0.0,12575,ramirni01,ramirni01,2021,Nick Ramirez,-0.03,0.03
12580,0.0,12580,morgaad01,morgaad01,2021,Adam Morgan,0.0,0.0
12680,0.0,12680,harpery01,harpery01,2021,Ryne Harper,-0.02,0.02
12760,0.0,12760,montera01,montera01,2021,Rafael Montero,0.0,0.0
12763,0.0,12763,devench02,devench02,2021,Chris Devenski,0.0,0.0
12777,0.0,12777,brebbjo01,brebbjo01,2021,John Brebbia,-0.01,0.01
12784,0.0,12784,smithbu03,smithbu03,2021,Burch Smith,0.0,0.0
12800,0.0,12800,ramirno01,ramirno01,2021,Noe Ramirez,0.0,0.0
12804,0.0,12804,wislema01,wislema01,2021,Matt Wisler,-0.01,0.01
12828,0.0,12828,kittran01,kittran01,2021,Andrew Kittredge,0.0,0.0
12857,0.0,12857,armstsh01,armstsh01,2021,Shawn Armstrong,0.0,0.0
12863,0.0,12863,barnema01,barnema01,2021,Matt Barnes,0.0,0.0
12890,0.0,12890,claudal01,claudal01,2021,Alex Claudio,0.0,0.0
12918,0.0,12918,bradlar01,bradlar01,2021,Archie Bradley,-0.01,0.01
12988,0.0,12988,chafian01,chafian01,2021,Andrew Chafin,0.0,0.0
13182,0.0,13182,crickky01,crickky01,2021,Kyle Crick,0.0,0.0
13190,0.0,13190,weemsjo01,weemsjo01,2021,Jordan Weems,0.0,0.0
13194,0.0,13194,biagijo01,biagijo01,2021,Joe Biagini,0.0,0.0
13218,0.0,13218,fulmemi01,fulmemi01,2021,Michael Fulmer,0.0,0.0
13293,0.0,13293,couloda01,couloda01,2021,Danny Coulombe,-0.01,0.01
13345,0.0,13345,cessalu01,cessalu01,2021,Luis Cessa,0.0,0.0
13360,0.0,13360,bedroca01,bedroca01,2021,Cam Bedrosian,0.0,0.0
13361,0.0,13361,matzst01,matzst01,2021,Steven Matz,-0.02,0.02
13394,0.0,13394,florody01,florody01,2021,Dylan Floro,0.0,0.0
13397,0.0,13397,selmasa01,selmasa01,2021,Sam Selman,-0.01,0.01
13435,0.0,13435,johnspi01,johnspi01,2021,Pierce Johnson,0.0,0.0
13449,0.0,13449,rogerta01,rogerta01,2021,Taylor Rogers,0.0,0.0
13470,0.0,13470,simslu01,simslu01,2021,Lucas Sims,-0.03,0.03
13475,0.0,13475,norrida01,norrida01,2021,Daniel Norris,-0.02,0.02
13549,0.0,13549,rodriri05,rodriri05,2021,Richard Rodriguez,0.0,0.0
13580,0.0,13580,okertst01,okertst01,2021,Steven Okert,-0.04,0.04
13594,0.0,13594,stephro01,stephro01,2021,Robert Stephenson,0.0,0.0
13606,0.0,13606,morimsh01,morimsh01,2021,Shawn Morimando,-0.03,0.03
13607,0.0,13607,edwarca01,edwarca01,2021,Carl Edwards Jr.,0.0,0.0
13619,0.0,13619,junisja01,junisja01,2021,Jakob Junis,-0.02,0.02
13649,0.0,13649,holmecl01,holmecl01,2021,Clay Holmes,-0.01,0.01
13654,0.0,13654,cottojh01,cottojh01,2021,Jharel Cotton,0.0,0.0
13677,0.0,13677,oswalco01,oswalco01,2021,Corey Oswalt,0.03,-0.03
13690,0.0,13690,romansa01,romansa01,2021,Sal Romano,-0.03,0.03
13713,0.0,13713,barraky01,barraky01,2021,Kyle Barraclough,0.0,0.0
13758,0.0,13758,duffety01,duffety01,2021,Tyler Duffey,0.0,0.0
13761,0.0,13761,stratch01,stratch01,2021,Chris Stratton,-0.02,0.02
13763,0.0,13763,leonedo01,leonedo01,2021,Dominic Leone,0.0,0.0
13767,0.0,13767,chargjt01,chargjt01,2021,JT Chargois,0.0,0.0
13799,0.0,13799,strahma01,strahma01,2021,Matt Strahm,0.0,0.0
13801,0.0,13801,adamsau02,adamsau02,2021,Austin Adams,0.0,0.0
13892,0.0,13892,sewalpa01,sewalpa01,2021,Paul Sewald,0.0,0.0
13896,0.0,13896,flexech01,flexech01,2021,Chris Flexen,-0.03,0.03
13942,0.0,13942,suterbr01,suterbr01,2021,Brent Suter,-0.05,0.05
14078,0.0,14078,wachami01,wachami01,2021,Michael Wacha,-0.03,0.03
14120,0.0,14120,mcculla02,mcculla02,2021,Lance McCullers Jr.,-0.06,0.06
14168,0.0,14168,berrijo01,berrijo01,2021,Jose Berrios,-0.07,0.07
14169,0.0,14169,zimmeky01,zimmeky01,2021,Kyle Zimmer,0.0,0.0
14212,0.0,14212,haderjo01,haderjo01,2021,Josh Hader,0.0,0.0
14295,0.0,14295,peralwa01,peralwa01,2021,Wandy Peralta,0.0,0.0
14309,0.0,14309,montafr02,montafr02,2021,Frankie Montas,-0.04,0.04
14332,0.0,14332,payamjo01,payamjo01,2021,Joel Payamps,0.0,0.0
14374,0.0,14374,glasnty01,glasnty01,2021,Tyler Glasnow,-0.02,0.02
14375,0.0,14375,garream01,garream01,2021,Amir Garrett,0.0,0.0
14444,0.0,14444,ryuhy01,ryuhy01,2021,Hyun Jin Ryu,-0.05,0.05
14457,0.0,14457,conlead01,conlead01,2021,Adam Conley,0.0,0.0
14506,0.0,14506,wendejb01,wendejb01,2021,J.B. Wendelken,0.0,0.0
14527,0.0,14527,lopezjo02,lopezjo02,2021,Jorge Lopez,-0.02,0.02
14542,0.0,14542,estevca01,estevca01,2021,Carlos Estevez,0.0,0.0
14552,0.0,14552,ruizjo01,ruizjo01,2021,Jose Ruiz,-0.01,0.01
14605,0.0,14605,hoytja01,hoytja01,2021,James Hoyt,0.0,0.0
14646,0.0,14646,wickro01,wickro01,2021,Rowan Wick,0.0,0.0
14665,0.0,14665,gustaja01,gustaja01,2021,Jandel Gustave,-0.02,0.02
14672,0.0,14672,mapledi01,mapledi01,2021,Dillon Maples,0.0,0.0
14677,0.0,14677,underdu01,underdu01,2021,Duane Underwood Jr.,-0.04,0.04
14678,0.0,14678,lintz02,lintz02,2021,Tzu-Wei Lin,0.0,0.0
14681,0.0,14681,machaan02,machaan02,2021,Andres Machado,0.0,0.0
14696,0.0,14696,kelake01,kelake01,2021,Keone Kela,0.0,0.0
14706,0.0,14706,bandaan01,bandaan01,2021,Anthony Banda,-0.01,0.01
14710,0.0,14710,diazed04,diazed04,2021,Edwin Diaz,0.0,0.0
14771,0.0,14771,paganem01,paganem01,2021,Emilio Pagan,-0.02,0.02
14843,0.0,14843,lorenmi01,lorenmi01,2021,Michael Lorenzen,0.0,0.0
14857,0.0,14857,mantijo01,mantijo01,2021,Joe Mantiply,0.0,0.0
14862,0.0,14862,godleza01,godleza01,2021,Zack Godley,0.02,-0.02
14899,0.0,14899,willita01,willita01,2021,Taylor Williams,0.0,0.0
14966,0.0,14966,moronre01,moronre01,2021,Reyes Moronta,0.0,0.0
14974,0.0,14974,webbty01,webbty01,2021,Tyler Webb,-0.01,0.01
14986,0.0,14986,gallegi01,gallegi01,2021,Giovanny Gallegos,0.0,0.0
14993,0.0,14993,barlosc01,barlosc01,2021,Scott Barlow,0.0,0.0
15007,0.0,15007,riosya01,riosya01,2021,Yacksel Rios,0.0,0.0
15009,0.0,15009,finneky01,finneky01,2021,Kyle Finnegan,0.0,0.0
15010,0.0,15010,knebeco01,knebeco01,2021,Corey Knebel,-0.02,0.02
15015,0.0,15015,reyesal02,reyesal02,2021,Alex Reyes,-0.01,0.01
15042,0.0,15042,mayzati01,mayzati01,2021,Tim Mayza,0.0,0.0
15043,0.0,15043,trivilo01,trivilo01,2021,Lou Trivino,0.0,0.0
15068,0.0,15068,almonye01,almonye01,2021,Yency Almonte,-0.04,0.04
15071,0.0,15071,mcgowky01,mcgowky01,2021,Kyle McGowin,-0.01,0.01
15118,0.0,15118,sherfji01,sherfji01,2021,James Sherfy,-0.01,0.01
15145,0.0,15145,topaju01,topaju01,2021,Justin Topa,-0.01,0.01
15231,0.0,15231,slegeaa01,slegeaa01,2021,Aaron Slegers,0.0,0.0
15256,0.0,15256,sulseco01,sulseco01,2021,Cole Sulser,0.0,0.0
15264,0.0,15264,middlke01,middlke01,2021,Keynan Middleton,0.0,0.0
15288,0.0,15288,cimbead01,cimbead01,2021,Adam Cimber,-0.02,0.02
15290,0.0,15290,pruitau01,pruitau01,2021,Austin Pruitt,0.0,0.0
15451,0.0,15451,mayermi01,mayermi01,2021,Mike Mayers,0.0,0.0
15454,0.0,15454,pivetni01,pivetni01,2021,Nick Pivetta,-0.02,0.02
15467,0.0,15467,gonzama02,gonzama02,2021,Marco Gonzales,-0.02,0.02
15514,0.0,15514,graveke01,graveke01,2021,Kendall Graveman,0.0,0.0
15535,0.0,15535,odomjo01,odomjo01,2021,Joseph Odom,-0.04,0.04
15538,0.0,15538,yardler01,yardler01,2021,Eric Yardley,0.0,0.0
15541,0.0,15541,rogerty01,rogerty01,2021,Tyler Rogers,0.0,0.0
15552,0.0,15552,greench03,greench03,2021,Chad Green,0.0,0.0
15594,0.0,15594,wittgni01,wittgni01,2021,Nick Wittgren,0.0,0.0
15605,0.0,15605,valdeph01,valdeph01,2021,Phillips Valdez,0.0,0.0
15655,0.0,15655,ramirye01,ramirye01,2021,Yefry Ramirez,-0.03,0.03
15684,0.0,15684,castrmi01,castrmi01,2021,Miguel Castro,0.0,0.0
15761,0.0,15761,jimenjo02,jimenjo02,2021,Joe Jimenez,0.0,0.0
15816,0.0,15816,willide03,willide03,2021,Devin Williams,0.0,0.0
15832,0.0,15832,frypa01,frypa01,2021,Paul Fry,0.0,0.0
15846,0.0,15846,plutkad01,plutkad01,2021,Adam Plutko,0.0,0.0
15855,0.0,15855,suerowa01,suerowa01,2021,Wander Suero,-0.01,0.01
15859,0.0,15859,tarplst01,tarplst01,2021,Stephen Tarpley,0.0,0.0
15947,0.0,15947,stanery01,stanery01,2021,Ryne Stanek,0.0,0.0
15964,0.0,15964,mellake01,mellake01,2021,Keury Mella,0.0,0.0
15979,0.0,15979,bostiak01,bostiak01,2021,Akeem Bostick,0.0,0.0
16058,0.0,16058,crichst01,crichst01,2021,Stefan Crichton,0.0,0.0
16122,0.0,16122,romanjo03,romanjo03,2021,Jordan Romano,0.0,0.0
16125,0.0,16125,ellisch01,ellisch01,2021,Chris Ellis,0.0,0.0
16130,0.0,16130,hessda01,hessda01,2021,David Hess,-0.04,0.04
16137,0.0,16137,rodonca01,rodonca01,2021,Carlos Rodon,-0.03,0.03
16209,0.0,16209,reedja02,reedja02,2021,Jake Reed,-0.01,0.01
16258,0.0,16258,bummeaa01,bummeaa01,2021,Aaron Bummer,0.0,0.0
16265,0.0,16265,howarsa01,howarsa01,2021,Sam Howard,0.0,0.0
16279,0.0,16279,claysa01,claysa01,2021,Sam Clay,-0.02,0.02
16317,0.0,16317,mcraeal01,mcraeal01,2021,Alex McRae,0.0,0.0
16350,0.0,16350,borucry01,borucry01,2021,Ryan Borucki,0.0,0.0
16377,0.0,16377,castery01,castery01,2021,Ryan Castellani,-0.01,0.01
16390,0.0,16390,wieckbr01,wieckbr01,2021,Brad Wieck,0.0,0.0
16400,0.0,16400,lopezre01,lopezre01,2021,Reynaldo Lopez,0.0,0.0
16408,0.0,16408,gonzavi02,gonzavi02,2021,Victor Gonzalez,0.0,0.0
16418,0.0,16418,taylobl01,taylobl01,2021,Blake Taylor,0.0,0.0
16440,0.0,16440,norwoja01,norwoja01,2021,James Norwood,0.0,0.0
16455,0.0,16455,greenco01,greenco01,2021,Conner Greene,0.0,0.0
16470,0.0,16470,ramirro02,ramirro02,2021,Roel Ramirez,0.0,0.0
16502,0.0,16502,yarbrry01,yarbrry01,2021,Ryan Yarbrough,-0.04,0.04
16507,0.0,16507,altavda01,altavda01,2021,Dan Altavilla,0.0,0.0
16511,0.0,16511,montgjo01,montgjo01,2021,Jordan Montgomery,-0.04,0.04
16587,0.0,16587,swanser01,swanser01,2021,Erik Swanson,0.0,0.0
16609,0.0,16609,abreubr01,abreubr01,2021,Bryan Abreu,0.0,0.0
16610,0.0,16610,feyerjo01,feyerjo01,2021,J.P. Feyereisen,0.0,0.0
16647,0.0,16647,thompry02,thompry02,2021,Ryan Thompson,0.0,0.0
16794,0.0,16794,jamesjo02,jamesjo02,2021,Josh James,0.0,0.0
16814,0.0,16814,hillti01,hillti01,2021,Tim Hill,0.0,0.0
16943,0.0,16943,newcose01,newcose01,2021,Sean Newcomb,-0.03,0.03
16958,0.0,16958,jewelja01,jewelja01,2021,Jake Jewell,-0.01,0.01
16981,0.0,16981,beedety01,beedety01,2021,Tyler Beede,0.0,0.0
17002,0.0,17002,hildetr01,hildetr01,2021,Trevor Hildenberger,0.0,0.0
17018,0.0,17018,rodrije01,rodrije01,2021,Jefry Rodriguez,-0.02,0.02
17130,0.0,17130,iglesra01,iglesra01,2021,Raisel Iglesias,0.0,0.0
17149,0.0,17149,germado01,germado01,2021,Domingo German,-0.03,0.03
17181,0.0,17181,lopezyo01,lopezyo01,2021,Yoan López,0.0,0.0
17264,0.0,17264,coonrsa01,coonrsa01,2021,Sam Coonrod,-0.01,0.01
17282,0.0,17282,kopecmi01,kopecmi01,2021,Michael Kopech,-0.01,0.01
17292,0.0,17292,guerrja02,guerrja02,2021,Javy Guerra,0.0,0.0
17295,0.0,17295,valdefr01,valdefr01,2021,Framber Valdez,-0.05,0.05
17355,0.0,17355,santaed01,santaed01,2021,Edgar Santana,-0.01,0.01
17359,0.0,17359,taylojo02,taylojo02,2021,Josh Taylor,0.0,0.0
17369,0.0,17369,martibr01,martibr01,2021,Brett Martin,0.0,0.0
17418,0.0,17418,paulida01,paulida01,2021,David Paulino,0.0,0.0
17485,0.0,17485,abreual01,abreual01,2021,Albert Abreu,0.0,0.0
17490,0.0,17490,cabrege01,cabrege01,2021,Genesis Cabrera,0.0,0.0
17496,0.0,17496,castidi01,castidi01,2021,Diego Castillo,0.0,0.0
17505,0.0,17505,guzmajo04,guzmajo04,2021,Jorge Guzman,0.0,0.0
17536,0.0,17536,burrry01,burrry01,2021,Ryan Burr,0.0,0.0
17556,0.0,17556,hergeji01,hergeji01,2021,Jimmy Herget,0.0,0.0
17583,0.0,17583,diplama01,diplama01,2021,Marcos Diplan,0.0,0.0
17586,0.0,17586,scottta01,scottta01,2021,Tanner Scott,0.0,0.0
17606,0.0,17606,javiecr01,javiecr01,2021,Cristian Javier,0.0,0.0
17610,0.0,17610,raineta01,raineta01,2021,Tanner Rainey,0.0,0.0
17639,0.0,17639,lawreju01,lawreju01,2021,Justin Lawrence,0.0,0.0
17677,0.0,17677,sprinje01,sprinje01,2021,Jeffrey Springs,0.0,0.0
17722,0.0,17722,megiltr01,megiltr01,2021,Trevor Megill,0.0,0.0
17734,0.0,17734,phillev01,phillev01,2021,Evan Phillips,-0.03,0.03
17735,0.0,17735,alexaty01,alexaty01,2021,Tyler Alexander,-0.02,0.02
17755,0.0,17755,smithdr01,smithdr01,2021,Drew Smith,-0.01,0.01
17759,0.0,17759,perdoan01,perdoan01,2021,Angel Perdomo,0.0,0.0
17780,0.0,17780,alvarjo03,alvarjo03,2021,Jose Alvarado,0.0,0.0
17792,0.0,17792,weigepa01,weigepa01,2021,Patrick Weigel,0.0,0.0
17796,0.0,17796,tatedi01,tatedi01,2021,Dillon Tate,0.0,0.0
17874,0.0,17874,cortene01,cortene01,2021,Nestor Cortes Jr.,-0.02,0.02
17878,0.0,17878,santade01,santade01,2021,Dennis Santana,-0.02,0.02
17888,0.0,17888,sauceta01,sauceta01,2021,Tayler Saucedo,0.0,0.0
17948,0.0,17948,thorntr01,thorntr01,2021,Trent Thornton,0.0,0.0
17969,0.0,17969,lambepe01,lambepe01,2021,Peter Lambert,-0.03,0.03
17998,0.0,17998,fairbpe01,fairbpe01,2021,Pete Fairbanks,0.0,0.0
18029,0.0,18029,anderta01,anderta01,2021,Tanner Anderson,-0.05,0.05
18064,0.0,18064,matonph01,matonph01,2021,Phil Maton,-0.01,0.01
18088,0.0,18088,stashco01,stashco01,2021,Cody Stashak,0.0,0.0
18105,0.0,18105,meisiry01,meisiry01,2021,Ryan Meisinger,0.0,0.0
18138,0.0,18138,helslry01,helslry01,2021,Ryan Helsley,0.0,0.0
18140,0.0,18140,flaaja01,flaaja01,2021,Jay Flaa,0.0,0.0
18152,0.0,18152,misiean01,misiean01,2021,Anthony Misiewicz,0.0,0.0
18251,0.0,18251,warrear01,warrear01,2021,Art Warren,0.0,0.0
18282,0.0,18282,garcija04,garcija04,2021,Jarlin Garcia,-0.02,0.02
18297,0.0,18297,kinlety01,kinlety01,2021,Tyler Kinley,0.0,0.0
18311,0.0,18311,fulmeca01,fulmeca01,2021,Carson Fulmer,-0.03,0.03
18323,0.0,18323,sborzjo01,sborzjo01,2021,Josh Sborz,-0.01,0.01
18325,0.0,18325,hearnta01,hearnta01,2021,Taylor Hearn,0.0,0.0
18332,0.0,18332,hanhoer01,hanhoer01,2021,Eric Hanhold,0.0,0.0
18333,0.0,18333,youngal01,youngal01,2021,Alex Young,-0.05,0.05
18335,0.0,18335,staumjo01,staumjo01,2021,Josh Staumont,0.0,0.0
18341,0.0,18341,fernaju02,fernaju02,2021,Julian Fernandez,0.0,0.0
18347,0.0,18347,waddebr01,waddebr01,2021,Brandon Waddell,-0.01,0.01
18356,0.0,18356,barrija01,barrija01,2021,Jaime Barria,-0.03,0.03
18361,0.0,18361,eshelto01,eshelto01,2021,Thomas Eshelman,-0.01,0.01
18384,0.0,18384,effrosc01,effrosc01,2021,Scott Effross,-0.01,0.01
18403,0.0,18403,delosen01,delosen01,2021,Enyel De Los Santos,0.0,0.0
18475,0.0,18475,spitzsh01,spitzsh01,2021,Shea Spitzbarth,0.0,0.0
18496,0.0,18496,fernaju01,fernaju01,2021,Junior Fernandez,-0.01,0.01
18548,0.0,18548,hentgsa01,hentgsa01,2021,Sam Hentges,-0.01,0.01
18555,0.0,18555,allenlo01,allenlo01,2021,Logan Allen,-0.01,0.01
18581,0.0,18581,bergetr01,bergetr01,2021,Travis Bergen,0.0,0.0
18600,0.0,18600,lakintr01,lakintr01,2021,Travis Lakins,0.0,0.0
18655,0.0,18655,minteaj01,minteaj01,2021,A.J. Minter,-0.01,0.01
18694,0.0,18694,allarko01,allarko01,2021,Kolby Allard,-0.02,0.02
18792,0.0,18792,delpomi01,delpomi01,2021,Miguel Del Pozo,0.0,0.0
18806,0.0,18806,steckdr01,steckdr01,2021,Drew Steckenrider,0.0,0.0
18815,0.0,18815,diazmi02,diazmi02,2021,Miguel Diaz,-0.05,0.05
18864,0.0,18864,avilape01,avilape01,2021,Pedro Avila,-0.01,0.01
18873,0.0,18873,burrobe01,burrobe01,2021,Beau Burrows,0.0,0.0
18890,0.0,18890,kelleky01,kelleky01,2021,Kyle Keller,0.0,0.0
19178,0.0,19178,nanceto01,nanceto01,2021,Tommy Nance,-0.02,0.02
19179,0.0,19179,sneadki01,sneadki01,2021,Kirby Snead,0.0,0.0
19191,0.0,19191,duggero01,duggero01,2021,Robert Dugger,0.0,0.0
19192,0.0,19192,sittibr01,sittibr01,2021,Brandyn Sittinger,0.0,0.0
19199,0.0,19199,menezco01,menezco01,2021,Conner Menez,0.0,0.0
19200,0.0,19200,quijajo01,quijajo01,2021,Jose Quijada,0.0,0.0
19231,0.0,19231,baragca01,baragca01,2021,Caleb Baragar,-0.02,0.02
19243,0.0,19243,benjawe01,benjawe01,2021,Wes Benjamin,0.0,0.0
19246,0.0,19246,aguilmi01,aguilmi01,2021,Miguel Aguilar,0.0,0.0
19249,0.0,19249,dominse01,dominse01,2021,Seranthony Dominguez,0.0,0.0
19274,0.0,19274,webbja01,webbja01,2021,Jacob Webb,-0.03,0.03
19276,0.0,19276,garcied01,garcied01,2021,Edgar Garcia,0.0,0.0
19337,0.0,19337,lovelri01,lovelri01,2021,Richard Lovelady,0.0,0.0
19362,0.0,19362,akinke01,akinke01,2021,Keegan Akin,-0.02,0.02
19444,0.0,19444,ramiryo01,ramiryo01,2021,Yohan Ramirez,0.0,0.0
19453,0.0,19453,andersh01,andersh01,2021,Shaun Anderson,0.0,0.0
